clip_id,track_id,path,label,split,start_sec,duration_sec
jazz__jazz.00036__seg03,jazz/jazz.00036,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00036__seg03.wav,jazz,train,15.00,5.00
jazz__jazz.00036__seg04,jazz/jazz.00036,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00036__seg04.wav,jazz,train,20.00,5.00
jazz__jazz.00036__seg05,jazz/jazz.00036,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00036__seg05.wav,jazz,train,25.00,5.00
jazz__jazz.00036__seg06,jazz/jazz.00036,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00036__seg06.wav,jazz,train,30.00,5.00
classical__classical.00076__seg00,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg00.wav,classical,train,0.00,5.00
classical__classical.00076__seg01,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg01.wav,classical,train,5.00,5.00
classical__classical.00076__seg02,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg02.wav,classical,train,10.00,5.00
classical__classical.00076__seg03,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg03.wav,classical,train,15.00,5.00
classical__classical.00076__seg04,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg04.wav,classical,train,20.00,5.00
classical__classical.00076__seg05,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg05.wav,classical,train,25.00,5.00
classical__classical.00076__seg06,classical/classical.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00076__seg06.wav,classical,train,30.00,5.00
blues__blues.00015__seg00,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg00.wav,blues,train,0.00,5.00
blues__blues.00015__seg01,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg01.wav,blues,train,5.00,5.00
blues__blues.00015__seg02,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg02.wav,blues,train,10.00,5.00
blues__blues.00015__seg03,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg03.wav,blues,train,15.00,5.00
blues__blues.00015__seg04,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg04.wav,blues,train,20.00,5.00
blues__blues.00015__seg05,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg05.wav,blues,train,25.00,5.00
blues__blues.00015__seg06,blues/blues.00015,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00015__seg06.wav,blues,train,30.00,5.00
blues__blues.00040__seg00,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg00.wav,blues,train,0.00,5.00
blues__blues.00040__seg01,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg01.wav,blues,train,5.00,5.00
blues__blues.00040__seg02,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg02.wav,blues,train,10.00,5.00
blues__blues.00040__seg03,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg03.wav,blues,train,15.00,5.00
blues__blues.00040__seg04,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg04.wav,blues,train,20.00,5.00
blues__blues.00040__seg05,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg05.wav,blues,train,25.00,5.00
blues__blues.00040__seg06,blues/blues.00040,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00040__seg06.wav,blues,train,30.00,5.00
country__country.00007__seg00,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg00.wav,country,train,0.00,5.00
country__country.00007__seg01,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg01.wav,country,train,5.00,5.00
country__country.00007__seg02,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg02.wav,country,train,10.00,5.00
country__country.00007__seg03,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg03.wav,country,train,15.00,5.00
country__country.00007__seg04,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg04.wav,country,train,20.00,5.00
country__country.00007__seg05,country/country.00007,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00007__seg05.wav,country,train,25.00,5.00
jazz__jazz.00018__seg00,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg00.wav,jazz,train,0.00,5.00
jazz__jazz.00018__seg01,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg01.wav,jazz,train,5.00,5.00
jazz__jazz.00018__seg02,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg02.wav,jazz,train,10.00,5.00
jazz__jazz.00018__seg03,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg03.wav,jazz,train,15.00,5.00
jazz__jazz.00018__seg04,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg04.wav,jazz,train,20.00,5.00
jazz__jazz.00018__seg05,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg05.wav,jazz,train,25.00,5.00
jazz__jazz.00018__seg06,jazz/jazz.00018,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00018__seg06.wav,jazz,train,30.00,5.00
rock__rock.00078__seg00,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg00.wav,rock,train,0.00,5.00
rock__rock.00078__seg01,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg01.wav,rock,train,5.00,5.00
rock__rock.00078__seg02,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg02.wav,rock,train,10.00,5.00
rock__rock.00078__seg03,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg03.wav,rock,train,15.00,5.00
rock__rock.00078__seg04,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg04.wav,rock,train,20.00,5.00
rock__rock.00078__seg05,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg05.wav,rock,train,25.00,5.00
rock__rock.00078__seg06,rock/rock.00078,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00078__seg06.wav,rock,train,30.00,5.00
blues__blues.00072__seg00,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg00.wav,blues,train,0.00,5.00
blues__blues.00072__seg01,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg01.wav,blues,train,5.00,5.00
blues__blues.00072__seg02,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg02.wav,blues,train,10.00,5.00
blues__blues.00072__seg03,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg03.wav,blues,train,15.00,5.00
blues__blues.00072__seg04,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg04.wav,blues,train,20.00,5.00
blues__blues.00072__seg05,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg05.wav,blues,train,25.00,5.00
blues__blues.00072__seg06,blues/blues.00072,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00072__seg06.wav,blues,train,30.00,5.00
pop__pop.00032__seg00,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg00.wav,pop,train,0.00,5.00
pop__pop.00032__seg01,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg01.wav,pop,train,5.00,5.00
pop__pop.00032__seg02,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg02.wav,pop,train,10.00,5.00
pop__pop.00032__seg03,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg03.wav,pop,train,15.00,5.00
pop__pop.00032__seg04,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg04.wav,pop,train,20.00,5.00
pop__pop.00032__seg05,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg05.wav,pop,train,25.00,5.00
pop__pop.00032__seg06,pop/pop.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00032__seg06.wav,pop,train,30.00,5.00
pop__pop.00075__seg00,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg00.wav,pop,train,0.00,5.00
pop__pop.00075__seg01,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg01.wav,pop,train,5.00,5.00
pop__pop.00075__seg02,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg02.wav,pop,train,10.00,5.00
pop__pop.00075__seg03,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg03.wav,pop,train,15.00,5.00
pop__pop.00075__seg04,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg04.wav,pop,train,20.00,5.00
pop__pop.00075__seg05,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg05.wav,pop,train,25.00,5.00
pop__pop.00075__seg06,pop/pop.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00075__seg06.wav,pop,train,30.00,5.00
rock__rock.00098__seg00,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg00.wav,rock,train,0.00,5.00
rock__rock.00098__seg01,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg01.wav,rock,train,5.00,5.00
rock__rock.00098__seg02,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg02.wav,rock,train,10.00,5.00
rock__rock.00098__seg03,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg03.wav,rock,train,15.00,5.00
rock__rock.00098__seg04,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg04.wav,rock,train,20.00,5.00
rock__rock.00098__seg05,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg05.wav,rock,train,25.00,5.00
rock__rock.00098__seg06,rock/rock.00098,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00098__seg06.wav,rock,train,30.00,5.00
reggae__reggae.00075__seg00,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg00.wav,reggae,train,0.00,5.00
reggae__reggae.00075__seg01,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg01.wav,reggae,train,5.00,5.00
reggae__reggae.00075__seg02,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg02.wav,reggae,train,10.00,5.00
reggae__reggae.00075__seg03,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg03.wav,reggae,train,15.00,5.00
reggae__reggae.00075__seg04,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg04.wav,reggae,train,20.00,5.00
reggae__reggae.00075__seg05,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg05.wav,reggae,train,25.00,5.00
reggae__reggae.00075__seg06,reggae/reggae.00075,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00075__seg06.wav,reggae,train,30.00,5.00
country__country.00039__seg00,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg00.wav,country,train,0.00,5.00
country__country.00039__seg01,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg01.wav,country,train,5.00,5.00
country__country.00039__seg02,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg02.wav,country,train,10.00,5.00
country__country.00039__seg03,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg03.wav,country,train,15.00,5.00
country__country.00039__seg04,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg04.wav,country,train,20.00,5.00
country__country.00039__seg05,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg05.wav,country,train,25.00,5.00
country__country.00039__seg06,country/country.00039,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00039__seg06.wav,country,train,30.00,5.00
hiphop__hiphop.00045__seg00,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg00.wav,hiphop,train,0.00,5.00
hiphop__hiphop.00045__seg01,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg01.wav,hiphop,train,5.00,5.00
hiphop__hiphop.00045__seg02,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg02.wav,hiphop,train,10.00,5.00
hiphop__hiphop.00045__seg03,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg03.wav,hiphop,train,15.00,5.00
hiphop__hiphop.00045__seg04,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg04.wav,hiphop,train,20.00,5.00
hiphop__hiphop.00045__seg05,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg05.wav,hiphop,train,25.00,5.00
hiphop__hiphop.00045__seg06,hiphop/hiphop.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00045__seg06.wav,hiphop,train,30.00,5.00
metal__metal.00080__seg00,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg00.wav,metal,train,0.00,5.00
metal__metal.00080__seg01,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg01.wav,metal,train,5.00,5.00
metal__metal.00080__seg02,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg02.wav,metal,train,10.00,5.00
metal__metal.00080__seg03,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg03.wav,metal,train,15.00,5.00
metal__metal.00080__seg04,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg04.wav,metal,train,20.00,5.00
metal__metal.00080__seg05,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg05.wav,metal,train,25.00,5.00
metal__metal.00080__seg06,metal/metal.00080,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00080__seg06.wav,metal,train,30.00,5.00
pop__pop.00092__seg00,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg00.wav,pop,train,0.00,5.00
pop__pop.00092__seg01,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg01.wav,pop,train,5.00,5.00
pop__pop.00092__seg02,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg02.wav,pop,train,10.00,5.00
pop__pop.00092__seg03,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg03.wav,pop,train,15.00,5.00
pop__pop.00092__seg04,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg04.wav,pop,train,20.00,5.00
pop__pop.00092__seg05,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg05.wav,pop,train,25.00,5.00
pop__pop.00092__seg06,pop/pop.00092,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00092__seg06.wav,pop,train,30.00,5.00
country__country.00023__seg00,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg00.wav,country,train,0.00,5.00
country__country.00023__seg01,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg01.wav,country,train,5.00,5.00
country__country.00023__seg02,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg02.wav,country,train,10.00,5.00
country__country.00023__seg03,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg03.wav,country,train,15.00,5.00
country__country.00023__seg04,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg04.wav,country,train,20.00,5.00
country__country.00023__seg05,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg05.wav,country,train,25.00,5.00
country__country.00023__seg06,country/country.00023,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00023__seg06.wav,country,train,30.00,5.00
hiphop__hiphop.00081__seg00,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg00.wav,hiphop,train,0.00,5.00
hiphop__hiphop.00081__seg01,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg01.wav,hiphop,train,5.00,5.00
hiphop__hiphop.00081__seg02,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg02.wav,hiphop,train,10.00,5.00
hiphop__hiphop.00081__seg03,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg03.wav,hiphop,train,15.00,5.00
hiphop__hiphop.00081__seg04,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg04.wav,hiphop,train,20.00,5.00
hiphop__hiphop.00081__seg05,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg05.wav,hiphop,train,25.00,5.00
hiphop__hiphop.00081__seg06,hiphop/hiphop.00081,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00081__seg06.wav,hiphop,train,30.00,5.00
reggae__reggae.00070__seg00,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg00.wav,reggae,train,0.00,5.00
reggae__reggae.00070__seg01,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg01.wav,reggae,train,5.00,5.00
reggae__reggae.00070__seg02,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg02.wav,reggae,train,10.00,5.00
reggae__reggae.00070__seg03,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg03.wav,reggae,train,15.00,5.00
reggae__reggae.00070__seg04,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg04.wav,reggae,train,20.00,5.00
reggae__reggae.00070__seg05,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg05.wav,reggae,train,25.00,5.00
reggae__reggae.00070__seg06,reggae/reggae.00070,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00070__seg06.wav,reggae,train,30.00,5.00
country__country.00016__seg00,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg00.wav,country,train,0.00,5.00
country__country.00016__seg01,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg01.wav,country,train,5.00,5.00
country__country.00016__seg02,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg02.wav,country,train,10.00,5.00
country__country.00016__seg03,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg03.wav,country,train,15.00,5.00
country__country.00016__seg04,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg04.wav,country,train,20.00,5.00
country__country.00016__seg05,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg05.wav,country,train,25.00,5.00
country__country.00016__seg06,country/country.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00016__seg06.wav,country,train,30.00,5.00
pop__pop.00073__seg00,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg00.wav,pop,train,0.00,5.00
pop__pop.00073__seg01,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg01.wav,pop,train,5.00,5.00
pop__pop.00073__seg02,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg02.wav,pop,train,10.00,5.00
pop__pop.00073__seg03,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg03.wav,pop,train,15.00,5.00
pop__pop.00073__seg04,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg04.wav,pop,train,20.00,5.00
pop__pop.00073__seg05,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg05.wav,pop,train,25.00,5.00
pop__pop.00073__seg06,pop/pop.00073,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00073__seg06.wav,pop,train,30.00,5.00
classical__classical.00029__seg00,classical/classical.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00029__seg00.wav,classical,train,0.00,5.00
classical__classical.00029__seg01,classical/classical.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00029__seg01.wav,classical,train,5.00,5.00
classical__classical.00029__seg02,classical/classical.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00029__seg02.wav,classical,train,10.00,5.00
classical__classical.00029__seg03,classical/classical.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00029__seg03.wav,classical,train,15.00,5.00
classical__classical.00029__seg04,classical/classical.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00029__seg04.wav,classical,train,20.00,5.00
